gene_name	EcoliMG1655_LBWB_1	EcoliMG1655_LBWB_2	EcoliMG1655_synnifI4_1	EcoliMG1655_synnifI4_2	N1	N2
sokB_locusTag_b4429	404	89	179	99	0	39
sokC_locusTag_b4413	89	13	1	0	10	53
sokE_locusTag_b4700	0	0	4	0	0	0
sokX_locusTag_b4701	0	0	0	0	0	0
solA_locusTag_b1059	313	120	461	144	11	238
soxR_locusTag_b4063	55	15	56	61	0	5
soxS_locusTag_b4062	106	98	528	130	6	70
speA_locusTag_b2938	1118	276	3796	2089	119	615
speB_locusTag_b2937	113	129	839	372	0	47
speC_locusTag_b2965	216	76	496	227	6	51
speD_locusTag_b0120	932	296	992	467	0	90
speE_locusTag_b0121	396	157	875	214	29	248
speF_locusTag_b0693	42	0	34	20	0	9
speG_locusTag_b1584	422	334	675	177	81	384
spf_locusTag_b3864	62	48	122	33	0	32
spoT_locusTag_b3650	2859	1249	3320	1242	18	461
sppA_locusTag_b1766	847	314	1103	595	44	174
spy_locusTag_b1743	276	151	341	103	11	126
sra_locusTag_b1480	5264	1526	44020	7469	70	1324
srkA_locusTag_b3859	717	426	1518	830	57	559
srlA_locusTag_b2702	0	0	0	0	0	0
srlB_locusTag_b2704	0	0	0	34	0	0
srlD_locusTag_b2705	8	11	22	0	0	5
srlE_locusTag_b2703	0	0	0	0	0	6
srlM_locusTag_b2706	8	10	9	8	0	17
srlQ_locusTag_b2708	112	0	229	61	0	34
srlR_locusTag_b2707	54	8	114	49	0	25
srmB_locusTag_b2576	586	197	883	175	20	217
sroH_locusTag_b4691	627	259	281	61	0	0
ssb_locusTag_b4059	763	353	2127	896	208	511
sseA_locusTag_b2521	227	101	812	201	18	379
sseB_locusTag_b2522	465	241	318	242	8	56
ssnA_locusTag_b2879	14	0	27	0	0	21
sspA_locusTag_b3229	1243	494	1838	635	196	1593
sspB_locusTag_b3228	611	254	625	176	13	172
ssrA_locusTag_b2621	1516999	517710	1188447	284161	38267	267003
ssrS_locusTag_b2911	2282	1653	5740	1977	776	3397
sstT_locusTag_b3089	1086	723	1564	811	88	1477
ssuA_locusTag_b0936	0	0	0	0	0	0
ssuB_locusTag_b0933	43	14	106	54	0	28
ssuC_locusTag_b0934	5	0	10	0	0	0
ssuD_locusTag_b0935	28	0	58	0	0	14
ssuE_locusTag_b0937	0	0	20	17	0	0
stfE_locusTag_b1157	0	0	0	10	0	0
stfP_locusTag_b1154	0	0	0	0	0	0
stfQ_locusTag_b1547	14	5	37	10	0	10
stfR_locusTag_b1372	140	58	167	72	0	72
sthA_locusTag_b3962	461	178	1467	483	0	55
stpA_locusTag_b2669	30	0	61	44	4	67
sucA_locusTag_b0726	604	195	1183	431	10	301
sucB_locusTag_b0727	669	240	1361	439	25	236
sucC_locusTag_b0728	557	313	798	262	2	80
sucD_locusTag_b0729	643	278	904	194	0	97
sufA_locusTag_b1684	35	0	215	147	0	30
sufB_locusTag_b1683	68	89	1144	911	5	44
sufC_locusTag_b1682	55	76	446	374	0	38
sufD_locusTag_b1681	229	40	1469	706	0	75
sufE_locusTag_b1679	97	34	453	212	0	19
sufS_locusTag_b1680	153	46	1076	621	26	105
sugE_locusTag_b4148	198	94	678	294	26	64
suhB_locusTag_b2533	1317	576	696	236	9	67
sulA_locusTag_b0958	895	362	1444	975	324	4176
surA_locusTag_b0053	3235	1142	4367	1692	81	603
sxy_locusTag_b0959	112	90	200	72	0	99
syd_locusTag_b2793	539	177	433	260	22	247
symE_locusTag_b4347	15	8	7	0	0	31
symR_locusTag_b4625	10	0	0	9	0	0
tabA_locusTag_b4252	285	81	398	271	12	117
tadA_locusTag_b2559	294	127	785	425	7	70
tag_locusTag_b3549	124	76	573	473	8	134
talA_locusTag_b2464	454	211	4826	1786	11	218
talB_locusTag_b0008	2414	950	2720	1340	96	1448
tamA_locusTag_b4220	609	265	1037	566	10	157
tamB_locusTag_b4221	1572	670	1758	873	46	302
tam_locusTag_b1519	138	35	762	345	0	47
tap_locusTag_b1885	8	17	26	0	4	0
tar_locusTag_b1886	44	7	28	0	12	7
tas_locusTag_b2834	521	242	1129	499	3	469
tatA_locusTag_b3836	413	58	422	92	3	120
tatB_locusTag_b3838	293	142	497	162	44	315
tatC_locusTag_b3839	596	317	942	340	19	132
tatD_locusTag_b4483	219	113	299	136	0	29
tatE_locusTag_b0627	134	80	523	398	26	173
tauA_locusTag_b0365	17	14	24	6	0	19
tauB_locusTag_b0366	51	21	31	55	0	25
tauC_locusTag_b0367	23	0	25	20	9	23
tauD_locusTag_b0368	20	7	46	22	0	27
tcdA_locusTag_b2812	150	156	326	377	25	118
tdcA_locusTag_b3118	0	0	10	0	0	0
tdcB_locusTag_b3117	15	0	0	0	0	0
tdcC_locusTag_b3116	30	45	88	0	6	0
tdcD_locusTag_b3115	3	18	10	0	0	11
tdcE_locusTag_b3114	143	22	92	12	11	21
tdcF_locusTag_b3113	24	5	0	33	0	3
tdcG_locusTag_b4471	31	15	112	24	0	17
tdcR_locusTag_b3119	0	0	0	0	0	0
tdh_locusTag_b3616	128	75	768	349	18	102
tdk_locusTag_b1238	65	9	84	77	13	21
tehA_locusTag_b1429	151	34	253	8	21	200
tehB_locusTag_b1430	190	147	206	135	3	109
tesA_locusTag_b0494	166	71	145	158	6	254
tesB_locusTag_b0452	83	41	422	93	0	80
tet	0	0	0	0	31685	435080
tfaD_locusTag_b0561	7	26	0	0	0	21
tfaE_locusTag_b1156	3	11	0	14	0	0
tfaP_locusTag_b1155	2	0	0	0	0	2
tfaQ_locusTag_b1546	0	0	15	0	0	0
tfaR_locusTag_b1373	0	9	0	0	0	0
tfaS_locusTag_b2353	202	43	322	88	0	25
tfaX_locusTag_b0563	27	0	28	0	4	8
tff_locusTag_b4414	14	6	25	1	0	5
tgt_locusTag_b0406	993	467	1076	495	26	87
thiB_locusTag_b0068	207	112	305	132	0	27
thiC_locusTag_b3994	9115	3913	5340	2025	75	628
thiD_locusTag_b2103	401	267	399	312	7	54
thiE_locusTag_b3993	1602	588	1149	404	2	76
thiF_locusTag_b3992	1376	462	1004	363	1	17
thiG_locusTag_b3991	1502	484	896	371	3	113
thiH_locusTag_b3990	3519	1731	2169	1118	2	143
thiI_locusTag_b0423	797	329	835	482	4	230
thiK_locusTag_b1106	215	28	474	188	10	95
thiL_locusTag_b0417	174	78	218	110	0	59
thiM_locusTag_b2104	617	266	811	313	24	126
thiP_locusTag_b0067	275	130	348	124	0	4
thiQ_locusTag_b0066	210	46	413	243	9	14
thiS_locusTag_b4407	44	14	1	0	0	4
thrA_locusTag_b0002	1090	294	2275	678	34	1933
thrB_locusTag_b0003	367	245	646	305	27	338
thrC_locusTag_b0004	552	199	914	381	27	404
thrL_locusTag_b0001	1462	708	1341	427	108	884
thrS_locusTag_b1719	11677	4417	14067	6828	475	6792
thrT_locusTag_b3979	99	11	37	5	0	17
thrU_locusTag_b3976	38	9	8	0	0	7
thrV_locusTag_b3273	0	0	0	0	0	0
thrW_locusTag_b0244	12	15	15	0	1	2
thyA_locusTag_b2827	658	166	785	276	13	145
tig_locusTag_b0436	5309	1827	6337	2411	81	1379
tilS_locusTag_b0188	334	177	606	248	1	34
tisB_locusTag_b4618	283	98	285	152	442	4115
tktA_locusTag_b2935	4689	1941	3934	1598	89	837
tktB_locusTag_b2465	755	483	10582	5061	7	242
tldD_locusTag_b3244	1798	701	3696	2007	89	710
tmcA_locusTag_b2474	1120	388	945	358	3	115
tmk_locusTag_b1098	133	38	275	149	15	115
tmpR_locusTag_b1368	19	50	16	0	12	8
tnaA_locusTag_b3708	18	14	10	0	0	11
tnaB_locusTag_b3709	26	0	20	0	0	41
tnaC_locusTag_b3707	0	0	0	0	0	0
tolA_locusTag_b0739	1287	390	1936	904	13	413
tolB_locusTag_b0740	2260	942	2964	1819	101	876
tolC_locusTag_b3035	2380	778	5327	1943	111	1445
tolQ_locusTag_b0737	298	106	352	201	23	231
tolR_locusTag_b0738	116	120	184	107	7	76
tomB_locusTag_b0461	692	266	1720	1043	39	493
tonB_locusTag_b1252	264	58	160	51	7	49
topA_locusTag_b1274	4710	1639	4282	1762	121	1434
topB_locusTag_b1763	1282	567	1839	824	13	184
torA_locusTag_b0997	38	17	81	92	0	17
torC_locusTag_b0996	17	11	38	17	0	9
torD_locusTag_b0998	106	15	28	17	0	0
torI_locusTag_b4501	88	29	117	102	5	134
torR_locusTag_b0995	54	18	51	26	0	10
torS_locusTag_b0993	548	143	521	104	14	230
torT_locusTag_b0994	355	89	378	102	18	142
torY_locusTag_b1873	24	0	0	0	9	10
torZ_locusTag_b1872	119	37	99	76	7	87
tpiA_locusTag_b3919	2229	895	5482	3139	73	785
tpr_locusTag_b1229	0	0	0	0	0	0
tpx_locusTag_b1324	425	199	1517	466	22	88
tqsA_locusTag_b1601	78	54	160	67	15	79
treA_locusTag_b1197	160	77	874	310	5	43
treB_locusTag_b4240	56	0	99	16	12	8
treC_locusTag_b4239	0	9	15	0	0	0
treF_locusTag_b3519	169	89	2901	1374	39	129
treR_locusTag_b4241	116	13	187	74	0	109
trg_locusTag_b1421	249	87	352	246	0	97
trkA_locusTag_b3290	508	146	663	284	7	30
trkG_locusTag_b1363	290	148	151	101	0	26
trkH_locusTag_b3849	516	201	803	326	34	142
trmA_locusTag_b3965	723	309	1225	629	10	162
trmD_locusTag_b2607	2876	865	2785	1685	39	609
trmH_locusTag_b3651	428	211	559	225	0	26
trmI_locusTag_b2960	243	136	941	400	13	97
trmJ_locusTag_b2532	1404	802	1431	541	74	812
trmL_locusTag_b3606	85	33	88	0	0	5
trmN_locusTag_b2575	121	52	144	85	3	15
trpA_locusTag_b1260	306	161	930	497	35	658
trpB_locusTag_b1261	375	131	1307	791	88	1041
trpC_locusTag_b1262	220	206	1210	708	78	841
trpD_locusTag_b1263	125	53	644	474	83	823
trpE_locusTag_b1264	153	145	1056	626	468	3350
trpL_locusTag_b1265	67	58	71	29	0	36
trpR_locusTag_b4393	324	115	929	673	41	126
trpS_locusTag_b3384	921	463	1265	531	71	534
trpT_locusTag_b3761	1	0	5	0	10	11
truA_locusTag_b2318	178	165	443	282	15	144
truB_locusTag_b3166	785	379	722	251	16	158
truC_locusTag_b2791	79	12	165	88	4	56
truD_locusTag_b2745	521	239	612	303	0	45
trxA_locusTag_b3781	1390	744	3741	1698	57	407
trxB_locusTag_b0888	404	303	827	315	18	93
trxC_locusTag_b2582	48	33	108	29	6	28
tsaA_locusTag_b0195	333	84	409	110	0	110
tsaB_locusTag_b1807	227	69	106	96	8	43
tsaC_locusTag_b3282	224	87	223	73	1	95
tsaD_locusTag_b3064	560	226	602	364	0	140
tsaE_locusTag_b4168	69	6	175	28	0	30
tsf_locusTag_b0170	4321	1492	7216	2236	226	2702
tsgA_locusTag_b3364	309	158	1010	330	36	46
tsr_locusTag_b4355	126	20	283	42	4	66
tsx_locusTag_b0411	724	237	526	271	9	63
ttcA_locusTag_b1344	718	388	807	305	12	155
ttcC_locusTag_b4638	88	24	78	0	2	5
ttdA_locusTag_b3061	0	13	28	5	0	13
ttdB_locusTag_b3062	0	0	0	0	0	0
ttdR_locusTag_b3060	3	0	39	17	2	3
ttdT_locusTag_b3063	30	15	27	23	0	29
tufA_locusTag_b3339	11340	5110	18214	6247	309	3791
tufB_locusTag_b3980	3200	1005	5592	2378	100	531
tusA_locusTag_b3470	170	74	199	62	1	80
tusB_locusTag_b3343	173	138	224	100	0	88
tusC_locusTag_b3344	107	18	72	32	3	3
tusD_locusTag_b3345	84	43	163	273	2	59
tusE_locusTag_b0969	121	26	251	127	7	131
tus_locusTag_b1610	149	66	307	3	13	58
tynA_locusTag_b1386	34	20	51	25	0	18
typA_locusTag_b3871	5227	2231	5997	2835	300	2246
tyrA_locusTag_b2600	508	242	1371	733	226	6199
tyrB_locusTag_b4054	531	218	2111	626	47	707
tyrP_locusTag_b1907	24	29	143	46	0	19
tyrR_locusTag_b1323	1190	484	1440	854	111	1046
tyrS_locusTag_b1637	1872	879	1947	1343	122	1041
tyrT_locusTag_b1231	152	21	87	27	0	2
tyrU_locusTag_b3977	31	0	17	0	2	91
tyrV_locusTag_b1230	150	49	61	15	0	15
uacT_locusTag_b2888	0	27	0	0	0	0
ubiA_locusTag_b4040	174	47	233	73	13	40
ubiB_locusTag_b3835	804	393	1355	398	21	110
ubiC_locusTag_b4039	76	38	197	126	0	106
ubiD_locusTag_b3843	984	372	2150	933	43	422
ubiE_locusTag_b3833	593	207	1274	716	24	321
ubiF_locusTag_b0662	484	186	1474	655	103	518
ubiG_locusTag_b2232	602	282	890	512	97	317
ubiH_locusTag_b2907	936	274	1305	508	19	508
ubiI_locusTag_b2906	1222	369	1105	611	17	366
ubiJ_locusTag_b3834	106	0	118	78	5	66
ubiX_locusTag_b2311	296	133	220	105	0	22
ucpA_locusTag_b2426	444	117	400	229	44	144
udk_locusTag_b2066	567	214	317	294	4	83
udp_locusTag_b3831	554	196	1591	672	53	426
ugd_locusTag_b2028	410	149	509	187	9	117
ugpA_locusTag_b3452	3	0	8	0	0	0
ugpB_locusTag_b3453	84	48	428	133	8	40
ugpC_locusTag_b3450	24	30	69	32	10	42
ugpE_locusTag_b3451	14	11	28	0	0	0
ugpQ_locusTag_b3449	74	36	144	107	0	34
uhpA_locusTag_b3669	231	88	258	210	10	33
uhpB_locusTag_b3668	377	103	293	221	22	105
uhpC_locusTag_b3667	106	86	103	70	0	35
uhpT_locusTag_b3666	24	0	0	15	0	0
uidA_locusTag_b1617	46	19	42	33	13	13
uidB_locusTag_b1616	18	33	0	16	0	20
uidC_locusTag_b1615	8	0	34	0	6	0
uidR_locusTag_b1618	541	184	904	479	39	234
ulaA_locusTag_b4193	24	0	5	4	5	0
ulaB_locusTag_b4194	0	0	0	0	0	0
ulaC_locusTag_b4195	0	0	25	0	0	4
ulaD_locusTag_b4196	32	0	32	11	8	15
ulaE_locusTag_b4197	60	15	55	30	12	17
ulaF_locusTag_b4198	27	11	7	14	0	1
ulaG_locusTag_b4192	0	4	62	24	9	5
ulaR_locusTag_b4191	59	27	223	49	0	54
umpG_locusTag_b2744	276	146	377	194	3	79
umpH_locusTag_b0675	832	280	883	234	10	166
umuC_locusTag_b1184	43	43	174	71	53	302
umuD_locusTag_b1183	5	44	51	18	0	58
ung_locusTag_b2580	375	180	495	163	12	190
uof_locusTag_b4637	55	55	113	73	0	34
upp_locusTag_b2498	219	108	228	145	3	7
uraA_locusTag_b2497	127	80	110	87	6	29
usg_locusTag_b2319	423	133	744	309	44	369
ushA_locusTag_b0480	303	104	950	428	28	260
uspA_locusTag_b3495	2800	1578	7579	3232	386	4406
uspB_locusTag_b3494	171	110	1344	697	13	114
uspC_locusTag_b1895	358	139	193	18	0	76
uspD_locusTag_b3923	144	78	608	145	5	97
uspE_locusTag_b1333	1733	552	3227	1868	166	1666
uspF_locusTag_b1376	262	54	757	341	16	270
uspG_locusTag_b0607	644	305	1042	345	82	1094
uup_locusTag_b0949	955	310	1113	582	18	161
uvrA_locusTag_b4058	1940	817	4716	2699	89	2301
uvrB_locusTag_b0779	1243	557	2538	1769	53	1472
uvrC_locusTag_b1913	1298	655	1925	1116	27	394
uvrD_locusTag_b3813	2170	794	2809	1832	183	1971
uvrY_locusTag_b1914	766	253	1199	456	117	816
uxaA_locusTag_b3091	112	27	89	41	6	59
uxaB_locusTag_b1521	129	63	184	74	0	104
uxaC_locusTag_b3092	51	40	237	32	10	147
uxuA_locusTag_b4322	31	23	62	21	0	57
uxuB_locusTag_b4323	45	54	112	68	0	74
uxuR_locusTag_b4324	162	68	313	166	6	216
valS_locusTag_b4258	3186	1342	6263	2239	130	1432
valT_locusTag_b0744	133	41	47	20	0	13
valU_locusTag_b2401	2	0	0	0	0	20
valV_locusTag_b1665	0	0	0	0	0	0
valW_locusTag_b1666	8	0	0	0	1	0
valX_locusTag_b2402	15	1	2	0	0	0
valY_locusTag_b2403	7	0	0	6	0	0
valZ_locusTag_b0746	239	105	62	42	8	35
ves_locusTag_b1742	0	0	13	15	0	0
viaA_locusTag_b3745	739	181	1539	809	8	147
vsr_locusTag_b1960	323	97	398	100	0	6
waaA_locusTag_b3633	241	96	381	141	0	50
waaB_locusTag_b3628	237	89	236	253	9	114
waaC_locusTag_b3621	486	210	738	438	4	54
waaF_locusTag_b3620	697	198	1023	425	29	276
waaG_locusTag_b3631	324	63	417	175	23	316
waaH_locusTag_b3615	6	0	7	7	0	46
waaJ_locusTag_b3626	222	38	202	115	37	128
waaL_locusTag_b3622	564	131	532	155	0	16
waaP_locusTag_b3630	204	61	193	140	5	165
waaQ_locusTag_b3632	328	93	500	290	27	301
waaR_locusTag_b3627	215	118	287	192	1	198
waaS_locusTag_b3629	282	95	221	220	8	60
waaU_locusTag_b3623	179	90	504	137	12	124
waaY_locusTag_b3625	61	9	219	59	4	44
waaZ_locusTag_b3624	196	70	228	197	0	165
wbbH_locusTag_b2035	586	359	681	316	2	231
wbbI_locusTag_b2034	302	203	444	261	7	185
wbbJ_locusTag_b2033	225	88	281	175	5	166
wbbK_locusTag_b2032	650	242	722	259	0	152
wbbL_locusTag_b4571_1	164	58	226	18	0	100
wbbL_locusTag_b4571_2	188	109	246	111	4	166
wcaA_locusTag_b2059	0	0	28	0	0	0
wcaB_locusTag_b2058	0	0	16	0	0	0
wcaC_locusTag_b2057	0	0	18	34	0	4
wcaD_locusTag_b2056	0	19	14	0	0	0
wcaE_locusTag_b2055	0	8	61	0	0	2
wcaF_locusTag_b2054	0	0	5	0	0	0
wcaG_locusTag_b2052	2	1	126	32	0	4
wcaH_locusTag_b2051	12	0	27	0	0	4
wcaI_locusTag_b2050	33	0	41	0	9	9
wcaJ_locusTag_b2047	23	0	31	1	0	0
wcaK_locusTag_b2045	48	0	80	23	0	0
wcaL_locusTag_b2044	91	16	60	71	0	39
wcaM_locusTag_b2043	62	61	89	29	0	31
wcaN_locusTag_b2042	1172	417	2275	754	57	325
wecA_locusTag_b3784	710	298	860	232	40	205
wecB_locusTag_b3786	553	298	852	494	0	97
wecC_locusTag_b3787	517	240	928	383	18	79
wecD_locusTag_b3790	86	47	192	160	0	14
wecE_locusTag_b3791	242	115	425	115	0	29
wecF_locusTag_b4481	122	64	339	246	0	34
wecG_locusTag_b3794	124	47	230	205	0	11
wecH_locusTag_b3561	2	21	85	13	1	37
wrbA_locusTag_b1004	295	90	2492	1050	35	176
wza_locusTag_b2062	8	0	39	0	0	5
wzb_locusTag_b2061	0	0	13	0	0	0
wzc_locusTag_b2060	2	10	15	35	0	8
wzxB_locusTag_b2037	726	249	1019	452	21	369
wzxC_locusTag_b2046	22	0	41	11	6	1
wzxE_locusTag_b3792	294	173	615	344	10	126
wzyE_locusTag_b3793	132	58	332	116	10	24
wzzB_locusTag_b2027	2174	831	2880	1668	61	629
wzzE_locusTag_b3785	635	173	1041	447	8	118
xanP_locusTag_b3654	673	394	1103	360	0	5
xanQ_locusTag_b2882	28	22	43	65	10	11
xapA_locusTag_b2407	14	0	0	0	0	4
xapB_locusTag_b2406	79	62	207	43	0	95
xapR_locusTag_b2405	69	68	184	96	52	99
xdhA_locusTag_b2866	171	22	217	104	11	187
xdhB_locusTag_b2867	24	17	27	39	0	42
xdhC_locusTag_b2868	51	21	54	45	3	6
xdhD_locusTag_b2881	157	73	413	112	10	88
xerC_locusTag_b3811	287	68	466	265	0	115
xerD_locusTag_b2894	289	180	701	327	23	120
xisD_locusTag_b4633	0	0	0	0	0	0
xisE_locusTag_b1141	0	8	0	19	0	6
xseA_locusTag_b2509	2757	1033	1801	841	35	684
xseB_locusTag_b0422	366	204	267	127	6	97
xthA_locusTag_b1749	177	53	309	84	15	43
xylA_locusTag_b3565	76	42	128	65	4	27
xylB_locusTag_b3564	73	15	213	183	28	41
xylE_locusTag_b4031	16	8	19	0	0	11
xylF_locusTag_b3566	0	0	13	0	0	0
xylG_locusTag_b3567	10	0	6	0	0	21
xylH_locusTag_b3568	18	1	72	10	0	34
xylR_locusTag_b3569	126	114	199	118	8	110
yaaA_locusTag_b0006	282	135	257	108	1	21
yaaI_locusTag_b0013	0	0	21	0	0	4
yaaJ_locusTag_b0007	154	71	263	163	3	113
yaaU_locusTag_b0045	0	9	20	6	1	8
yaaW_locusTag_b0011	22	24	46	46	7	0
yaaX_locusTag_b0005	47	0	95	23	5	21
yaaY_locusTag_b0024	8	0	37	22	4	9
yabI_locusTag_b0065	118	124	538	329	35	59
yabP_locusTag_b4659	237	38	332	54	0	77
yacC_locusTag_b0122	678	311	729	368	32	290
yacG_locusTag_b0101	150	42	213	76	0	21
yacH_locusTag_b0117	29	11	60	61	0	9
yacL_locusTag_b0119	110	44	267	257	26	187
yadC_locusTag_b0135	27	0	35	32	3	23
yadD_locusTag_b0132	91	52	105	117	0	56
yadE_locusTag_b0130	227	87	239	54	8	121
yadG_locusTag_b0127	402	135	502	218	14	351
yadH_locusTag_b0128	197	70	379	134	37	303
yadI_locusTag_b0129	52	30	63	34	0	41
yadK_locusTag_b0136	11	0	0	0	0	0
yadL_locusTag_b0137	3	0	0	0	1	6
yadM_locusTag_b0138	0	12	11	0	0	2
yadN_locusTag_b0141	2	0	4	0	0	0
yadS_locusTag_b0157	89	40	191	69	0	20
yadV_locusTag_b0140	6	9	0	0	0	0
yaeF_locusTag_b0193	131	72	87	86	0	18
yaeH_locusTag_b0163	528	107	822	496	56	323
yaeI_locusTag_b0164	546	214	333	99	1	85
yaeP_locusTag_b4406	31	13	75	88	7	51
yaeQ_locusTag_b0190	69	32	52	67	0	15
yaeR_locusTag_b0187	85	19	251	72	0	30
yafC_locusTag_b0208	108	69	95	73	0	71
yafD_locusTag_b0209	908	382	987	602	60	724
yafE_locusTag_b0210	311	117	194	156	6	45
yafF_locusTag_b4503	22	0	0	0	0	14
yafJ_locusTag_b0223	392	88	714	360	35	376
yafK_locusTag_b0224	2393	1127	2773	1300	95	973
yafL_locusTag_b0227	26	16	106	49	8	2
yafN_locusTag_b0232	0	0	70	0	0	27
yafO_locusTag_b0233	25	0	52	28	0	16
yafP_locusTag_b0234	0	13	36	42	0	8
yafQ_locusTag_b0225	465	227	546	186	75	440
yafS_locusTag_b0213	154	112	274	154	23	140
yafT_locusTag_b0217	21	0	20	11	0	27
yafU_locusTag_b0218	10	0	23	0	0	3
yafV_locusTag_b0219	279	87	728	564	28	179
yafW_locusTag_b0246	0	0	0	0	0	0
yafX_locusTag_b0248	0	0	0	0	0	0
yafY_locusTag_b0251	0	9	14	0	0	13
yafZ_locusTag_b0252	0	0	12	1	0	14
yagA_locusTag_b0267	4	1	41	60	0	21
yagB_locusTag_b0266	115	0	87	0	0	40
yagE_locusTag_b0268	193	37	326	53	0	21
yagF_locusTag_b0269	638	311	800	94	0	20
yagG_locusTag_b0270	31	1	55	20	3	0
yagH_locusTag_b0271	19	11	57	9	2	20
yagI_locusTag_b0272	535	277	236	53	11	111
yagJ_locusTag_b0276	199	64	241	129	5	137
yagK_locusTag_b0277	95	0	80	17	7	26
yagL_locusTag_b0278	16	26	14	20	0	9
yagM_locusTag_b0279	35	35	16	0	0	0
yagN_locusTag_b0280	469	165	532	173	18	153
yagP_locusTag_b4694	48	0	140	16	3	3
yagU_locusTag_b0287	67	62	142	74	6	52
yahA_locusTag_b0315	139	67	83	56	27	67
yahB_locusTag_b0316	113	12	92	115	12	42
yahC_locusTag_b0317	0	0	0	0	0	3
yahD_locusTag_b0318	24	0	0	10	0	7
yahE_locusTag_b0319	0	0	6	0	1	3
yahF_locusTag_b0320	31	0	55	34	0	8
yahG_locusTag_b0321	25	0	0	0	0	26
yahI_locusTag_b0323	24	0	48	0	0	0
yahJ_locusTag_b0324	172	82	247	77	1	114
yahK_locusTag_b0325	200	169	2573	1113	5	80
yahL_locusTag_b0326	9	0	1	0	0	6
yahM_locusTag_b0327	21	9	0	0	0	16
yahN_locusTag_b0328	23	12	18	16	0	0
yahO_locusTag_b0329	188	198	1093	768	0	61
yaiA_locusTag_b0389	423	208	1436	529	21	639
yaiC_locusTag_b0385	40	0	184	34	0	38
yaiE_locusTag_b0391	270	138	502	353	81	680
yaiI_locusTag_b0387	211	120	328	119	3	83
yaiL_locusTag_b0354	533	175	536	261	19	73
yaiO_locusTag_b0358	70	26	88	18	0	43
yaiP_locusTag_b0363	20	7	26	0	1	14
yaiS_locusTag_b0364	7	0	0	0	0	0
yaiT_locusTag_b4580_1	40	1	39	23	0	54
yaiT_locusTag_b4580_2	70	8	168	92	0	32
yaiV_locusTag_b0375	16	15	0	0	0	0
yaiW_locusTag_b0378	169	66	306	142	4	131
yaiX_locusTag_b4579_1	0	13	20	0	0	6
yaiX_locusTag_b4579_2	0	0	0	0	0	8
yaiY_locusTag_b0379	46	23	60	33	0	37
yaiZ_locusTag_b0380	91	40	64	21	0	12
yajC_locusTag_b0407	139	89	281	201	7	121
yajD_locusTag_b0410	557	325	434	265	28	264
yajG_locusTag_b0434	336	128	227	156	14	117
yajI_locusTag_b0412	110	56	203	92	0	10
yajL_locusTag_b0424	255	179	544	211	15	177
yajO_locusTag_b0419	730	317	2760	1598	0	284
yajQ_locusTag_b0426	952	264	1369	661	36	245
yajR_locusTag_b0427	146	45	120	142	5	27
ybaA_locusTag_b0456	51	6	516	606	0	17
ybaB_locusTag_b0471	249	122	376	384	13	206
ybaE_locusTag_b0445	30	25	57	36	9	4
ybaK_locusTag_b0481	94	16	194	103	0	37
ybaL_locusTag_b0478	772	405	3165	1678	77	665
ybaM_locusTag_b0466	106	39	152	112	0	29
ybaN_locusTag_b0468	73	34	54	40	17	17
ybaO_locusTag_b0447	74	53	162	48	1	32
ybaP_locusTag_b0482	184	135	409	99	18	65
ybaQ_locusTag_b0483	288	113	1146	488	26	365
ybaT_locusTag_b0486	237	134	3064	1711	11	29
ybaV_locusTag_b0442	64	79	70	14	0	53
ybaY_locusTag_b0453	213	40	1600	683	68	140
ybaZ_locusTag_b0454	210	42	244	104	15	235
ybbA_locusTag_b0495	237	71	680	341	55	490
ybbC_locusTag_b0498	47	14	16	1	11	49
ybbD_locusTag_b0501	17	0	27	0	0	0
ybbJ_locusTag_b0488	220	97	370	196	16	81
ybbN_locusTag_b0492	905	461	937	750	59	911
ybbO_locusTag_b0493	189	100	440	146	23	222
ybbP_locusTag_b0496	264	162	1067	368	33	324
ybbW_locusTag_b0511	0	0	0	0	0	4
ybbY_locusTag_b0513	12	20	67	26	0	0
ybcF_locusTag_b0521	19	32	16	4	0	1
ybcH_locusTag_b0567	28	0	24	0	3	19
ybcI_locusTag_b0527	52	19	72	50	0	12
ybcJ_locusTag_b0528	222	127	211	77	0	50
ybcK_locusTag_b0544	18	23	5	0	1	16
ybcL_locusTag_b0545	16	9	0	14	3	11
ybcM_locusTag_b0546	141	15	210	33	0	146
ybcN_locusTag_b0547	0	0	0	0	0	6
ybcO_locusTag_b0549	0	0	0	0	0	0
ybcV_locusTag_b0558	43	41	8	0	0	0
ybcW_locusTag_b0559	204	90	54	11	10	28
ybcY_locusTag_b0562	1	13	51	0	0	13
ybdD_locusTag_b4512	58	43	211	50	16	11
ybdF_locusTag_b0579	21	30	57	10	6	70
ybdG_locusTag_b0577	357	141	383	297	9	115
ybdH_locusTag_b0599	257	102	291	173	0	179
ybdJ_locusTag_b0580	9	0	15	34	0	26
ybdK_locusTag_b0581	116	30	247	120	0	53
ybdL_locusTag_b0600	222	36	203	59	0	182
ybdM_locusTag_b0601	34	15	51	0	0	38
ybdN_locusTag_b0602	5	15	23	17	0	0
ybdO_locusTag_b0603	27	0	34	16	0	1
ybdR_locusTag_b0608	271	128	3552	1947	2	70
ybdZ_locusTag_b4511	0	0	0	0	0	0
ybeD_locusTag_b0631	585	255	465	131	3	489
ybeF_locusTag_b0629	11	5	33	10	0	2
ybeL_locusTag_b0643	321	107	2295	1044	2	109
