gene_name	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8
glnH_locusTag_ECDH10B_0879	148	373	541	725	611	6729	1210	3335	221	237	715	2736	301	556	101	31
glnK_locusTag_ECDH10B_0406	0	0	13	0	0	22	0	5	0	0	0	6	0	0	0	0
glnL_locusTag_ECDH10B_4059	111	399	78	152	15	699	127	215	83	144	206	937	132	283	10	17
glnP_locusTag_ECDH10B_0878	76	256	190	236	207	2160	311	1067	51	32	426	809	173	205	7	27
glnQ_locusTag_ECDH10B_0877	65	406	295	474	423	5095	528	2820	73	47	313	1329	290	203	34	0
glnS_locusTag_ECDH10B_0745	2583	7500	1574	2325	1253	11023	989	2609	1271	1964	1096	5730	621	1352	15	0
glnU_locusTag_ECDH10B_0736	13	0	0	1	0	0	11	0	0	2	7	4	1	3	0	0
glnV_locusTag_ECDH10B_0733	0	9	0	0	4	12	0	0	0	0	0	0	0	0	0	0
glnW_locusTag_ECDH10B_0735	0	6	2	9	4	5	0	0	4	0	1	24	0	0	0	0
glnX_locusTag_ECDH10B_0732	10	3	0	0	0	8	0	0	0	0	14	22	0	4	0	0
gloA_locusTag_ECDH10B_1785	361	474	181	279	271	3052	670	1019	32	162	113	782	14	180	0	0
gloB_locusTag_ECDH10B_0193	202	407	134	127	102	653	143	232	40	104	47	224	0	53	3	0
glpA_locusTag_ECDH10B_2400	1251	4300	81	280	97	1079	114	423	2328	2385	69	357	57	435	0	0
glpB_locusTag_ECDH10B_2401	931	2689	99	168	85	607	59	348	1274	1903	72	458	42	418	0	0
glpC_locusTag_ECDH10B_2402	1303	3429	47	119	82	822	153	550	1361	2159	72	331	34	456	0	0
glpD_locusTag_ECDH10B_3600	9195	29005	8732	12384	7726	66581	9781	19597	7164	5329	6862	25174	3660	7024	348	233
glpE_locusTag_ECDH10B_3599	386	1369	115	130	18	473	71	144	84	111	116	724	49	107	0	0
glpF_locusTag_ECDH10B_4116	1359	3634	1505	1661	1630	13754	2181	4997	1389	907	1030	5498	574	775	21	18
glpG_locusTag_ECDH10B_3598	1392	2673	274	436	240	2049	451	536	295	360	308	978	176	511	0	22
glpK_locusTag_ECDH10B_4115	3515	11981	5439	9097	5740	79560	8725	38847	5269	4775	3961	20108	1617	2740	170	85
glpQ_locusTag_ECDH10B_2398	2930	7810	1795	3063	480	5775	1899	3541	10650	7856	1150	5469	586	1551	24	0
glpR_locusTag_ECDH10B_3597	774	2910	325	446	221	2691	272	738	286	316	192	1219	150	325	15	1
glpT_locusTag_ECDH10B_2399	2917	5000	1541	1202	490	3301	465	1536	5245	4822	1000	3563	423	977	3	0
glpX_locusTag_ECDH10B_4114	1266	3447	737	1488	702	7891	1584	3993	683	817	740	3392	352	575	0	37
gltA_locusTag_ECDH10B_0787	1656	8794	3740	10772	5127	30325	3601	14363	2271	1179	5313	19363	1088	2576	205	140
gltB_locusTag_ECDH10B_3387	3201	8954	2456	3142	1518	11404	1571	4465	1309	2145	3026	10930	864	1763	186	139
gltD_locusTag_ECDH10B_3388	939	2549	1000	1743	831	4404	734	1415	221	352	851	4586	338	600	60	32
gltF_locusTag_ECDH10B_3389	8	119	26	90	66	408	17	108	0	28	83	253	51	0	0	0
gltI_locusTag_ECDH10B_0616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltI_locusTag_ECDH10B_0724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltJ_locusTag_ECDH10B_0615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltJ_locusTag_ECDH10B_0723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltK_locusTag_ECDH10B_0614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltK_locusTag_ECDH10B_0722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltL_locusTag_ECDH10B_0613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltL_locusTag_ECDH10B_0721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltP_locusTag_ECDH10B_4268	2068	5114	1162	1642	1506	8466	806	2055	726	1287	974	2983	570	1256	57	42
gltS_locusTag_ECDH10B_3835	767	1544	552	554	595	2699	377	960	269	395	276	1093	102	226	14	61
gltT_locusTag_ECDH10B_4158	5902	13447	1440	1805	518	7583	758	1758	785	810	1519	5310	1017	1702	7	2
gltU_locusTag_ECDH10B_3946	917	2202	281	307	182	1211	235	247	185	236	355	1454	397	988	0	0
gltV_locusTag_ECDH10B_4197	452	820	170	113	56	454	45	79	63	66	192	336	129	474	0	0
gltW_locusTag_ECDH10B_2758	2175	9000	1216	1918	766	4517	891	1407	417	667	1069	4237	641	2177	0	14
gltX_locusTag_ECDH10B_2564	2134	8151	991	1666	903	8730	1075	2464	1221	1591	1012	3887	595	1350	3	42
glvC_locusTag_ECDH10B_3869	16	14	0	0	0	16	0	10	6	0	0	23	0	0	0	0
glvG_locusTag_ECDH10B_3868	20	83	0	52	0	80	15	30	37	13	0	18	0	0	0	0
glxK_locusTag_ECDH10B_0470	26	37	34	47	0	153	21	25	16	12	9	59	0	22	0	0
glxR_locusTag_ECDH10B_0465	0	12	0	0	5	25	4	0	0	8	0	31	0	0	0	0
glyA_locusTag_ECDH10B_2718	2110	6626	1517	2082	2385	19859	1820	6403	2133	2556	1171	4781	916	1407	34	75
glyS_locusTag_ECDH10B_3739	4033	13745	2100	4065	2165	22261	1610	5409	1453	3329	2310	7823	1300	2729	128	112
glyT_locusTag_ECDH10B_4166	53	169	18	92	14	60	18	14	8	8	52	123	8	45	0	0
glyU_locusTag_ECDH10B_3039	16	160	0	15	0	56	28	1	2	0	25	31	0	7	0	0
glyV_locusTag_ECDH10B_4358	21	158	30	0	0	83	29	27	0	1	10	14	4	7	0	0
glyW_locusTag_ECDH10B_2052	4	11	26	6	6	99	21	45	2	0	5	40	0	29	0	0
glyX_locusTag_ECDH10B_4359	48	220	14	26	25	54	41	25	10	14	26	77	0	34	2	0
glyY_locusTag_ECDH10B_4360	130	1071	32	6	33	86	46	78	18	3	48	142	29	162	0	0
gmd_locusTag_ECDH10B_2203	9	4	391	937	0	40	4	44	0	0	722	4729	9	73	32	16
gmhA_locusTag_ECDH10B_0204	427	1680	496	774	366	2121	362	697	570	886	451	1308	113	362	0	0
gmhB_locusTag_ECDH10B_0181	696	2069	518	586	362	2914	444	1480	410	644	335	1376	179	356	0	12
gmk_locusTag_ECDH10B_3830	1396	4220	720	1202	660	5320	644	1617	606	692	434	2189	536	641	25	13
gmr_locusTag_ECDH10B_1402	131	425	161	137	43	532	35	164	94	99	90	215	92	20	0	0
gnd_locusTag_ECDH10B_2177	4484	16870	1849	3760	1316	9740	1096	2575	2512	4097	1676	7190	690	2472	97	34
gnsA_locusTag_ECDH10B_1063	300	1101	62	70	76	426	74	108	77	33	45	221	44	218	8	0
gnsB_locusTag_ECDH10B_1682	380	1007	223	653	238	1710	541	694	112	299	79	965	181	220	0	0
gntK_locusTag_ECDH10B_3610	44	201	38	38	32	198	46	16	20	38	12	38	0	24	0	0
gntR_locusTag_ECDH10B_3611	904	2803	393	523	372	2998	399	842	557	578	416	1450	190	420	37	0
gntT_locusTag_ECDH10B_3590	104	199	51	208	146	798	120	358	98	128	29	201	147	99	6	9
gntU_locusTag_ECDH10B_3609	113	186	33	33	20	164	20	28	7	121	46	64	32	43	15	0
gntX_locusTag_ECDH10B_3588	230	745	124	253	157	1195	217	399	169	209	67	336	66	167	17	0
gntY_locusTag_ECDH10B_3589	364	1409	942	967	443	7021	564	1727	294	575	514	2907	332	572	22	39
gor_locusTag_ECDH10B_3676	1052	2295	597	663	618	5113	486	1581	525	791	423	1673	221	526	43	0
gph_locusTag_ECDH10B_3560	151	665	153	110	91	1010	136	227	94	135	28	276	19	93	0	0
gpmA_locusTag_ECDH10B_0822	1224	4709	1612	4096	1387	12092	1399	2431	930	1443	1392	4365	670	1449	104	39
gpmI_locusTag_ECDH10B_3794	4333	13176	1439	2478	1490	17441	1166	4270	3456	5206	768	4801	712	1636	84	36
gpp_locusTag_ECDH10B_3968	3690	10274	1768	2937	978	7605	1041	1945	1174	2055	1181	5582	742	2173	66	53
gpsA_locusTag_ECDH10B_3790	1713	5361	773	1225	571	5582	456	1295	764	1281	521	2824	343	704	9	0
gpt_locusTag_ECDH10B_0220	191	1145	205	487	160	1641	97	305	163	175	260	997	266	90	20	13
greA_locusTag_ECDH10B_3355	600	2002	291	1316	203	2103	306	776	215	388	407	1687	185	456	6	16
greB_locusTag_ECDH10B_3581	73	242	26	67	72	480	22	182	43	65	28	117	28	19	0	0
groEL_locusTag_ECDH10B_4336	4393	15354	1843	3248	1330	20573	1996	6023	6007	7267	969	4713	1802	3440	234	107
groES_locusTag_ECDH10B_4335	1020	2592	328	895	558	4033	371	924	1908	2220	188	823	481	706	29	41
grpE_locusTag_ECDH10B_2780	883	3702	465	844	213	2938	175	716	1902	2961	468	1137	546	897	55	59
grxA_locusTag_ECDH10B_0919	24	12	0	22	0	215	12	25	5	40	0	0	0	11	0	0
grxB_locusTag_ECDH10B_1135	126	638	194	449	547	7750	850	2968	162	144	153	511	106	95	32	0
grxC_locusTag_ECDH10B_3792	301	1038	322	223	132	1541	138	498	157	99	112	479	88	139	0	2
grxD_locusTag_ECDH10B_1788	670	2384	607	1741	653	5872	888	1903	429	820	880	1511	259	565	17	33
gshA_locusTag_ECDH10B_2856	1417	4920	894	2175	1114	10609	1024	3355	707	1185	891	3040	525	639	33	69
gshB_locusTag_ECDH10B_3122	349	1190	269	585	253	3003	453	869	333	404	204	723	188	214	8	0
gsiA_locusTag_ECDH10B_0898	83	490	123	257	158	1197	246	630	156	100	138	421	37	111	30	21
gsiB_locusTag_ECDH10B_0899	185	445	48	226	59	1022	145	464	158	150	58	451	38	130	0	0
gsiC_locusTag_ECDH10B_0900	79	209	28	60	33	352	72	159	11	30	68	149	3	111	9	17
gsiD_locusTag_ECDH10B_0901	38	208	15	71	21	205	53	55	27	53	6	99	20	10	0	0
gsk_locusTag_ECDH10B_0433	251	1632	522	994	304	3936	455	1024	228	257	279	1588	212	215	22	10
gspA_locusTag_ECDH10B_3498	16	57	14	0	11	71	0	33	0	14	0	31	9	25	8	0
gspC_locusTag_ECDH10B_3499	25	44	0	19	0	11	0	0	11	0	0	0	0	0	0	0
gspD_locusTag_ECDH10B_3500	32	151	0	14	0	45	37	31	16	82	19	66	5	7	0	0
gspE_locusTag_ECDH10B_3501	55	53	0	0	0	20	0	10	11	6	0	19	0	0	0	0
gspF_locusTag_ECDH10B_3502	8	90	11	0	0	21	0	10	12	12	0	21	0	15	0	0
gspG_locusTag_ECDH10B_3503	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0
gspH_locusTag_ECDH10B_3504	11	25	24	15	0	0	0	0	0	9	24	0	0	0	0	0
gspI_locusTag_ECDH10B_3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gspJ_locusTag_ECDH10B_3506	0	8	9	0	0	31	0	16	0	0	0	0	0	0	0	0
gspK_locusTag_ECDH10B_3507	0	19	6	0	0	55	0	32	0	3	0	12	0	0	0	0
gspL_locusTag_ECDH10B_3508	0	48	20	0	12	183	11	54	23	55	12	31	0	11	0	0
gspM_locusTag_ECDH10B_3509	11	13	0	0	0	63	0	0	0	0	0	16	0	0	0	0
gspO_locusTag_ECDH10B_3510	72	200	38	26	19	281	64	71	25	44	2	14	0	27	0	0
gss_locusTag_ECDH10B_3165	658	2245	620	559	581	4524	715	1536	495	753	423	1227	298	449	0	0
gst_locusTag_ECDH10B_1769	140	262	166	288	239	3105	366	1432	106	246	109	566	68	111	23	0
guaA_locusTag_ECDH10B_2673	4111	16107	3131	6374	4470	47549	3482	7669	1895	2866	2168	9284	1898	4039	180	55
guaB_locusTag_ECDH10B_2674	1341	6962	2121	3964	3115	40198	2105	6112	477	868	1316	6362	1211	2121	118	146
guaC_locusTag_ECDH10B_0085	662	2430	147	426	130	1184	145	476	406	716	191	912	69	398	15	8
guaD_locusTag_ECDH10B_3058	23	22	13	7	0	108	34	24	22	20	2	40	0	14	0	0
gudD_locusTag_ECDH10B_2955	48	8	7	58	14	209	35	14	27	21	13	32	21	0	0	0
gudP_locusTag_ECDH10B_2957	62	67	32	0	0	103	14	53	63	13	2	49	13	40	0	10
gudX_locusTag_ECDH10B_2956	58	50	0	19	36	98	63	23	16	14	34	26	0	0	0	8
gutM_locusTag_ECDH10B_2874	0	23	0	0	16	57	0	0	0	21	0	19	0	0	0	0
gutQ_locusTag_ECDH10B_2876	90	375	55	52	33	457	49	98	99	89	5	157	40	110	0	0
gyrA_locusTag_ECDH10B_2390	5823	26072	4520	9709	3518	32799	4596	9280	2465	3226	3356	13730	1831	4937	107	72
hcaB_locusTag_ECDH10B_2708	0	40	0	5	0	58	0	33	0	0	0	62	0	19	0	0
hcaC_locusTag_ECDH10B_2707	0	35	0	0	0	0	11	19	0	6	0	0	0	0	0	0
hcaD_locusTag_ECDH10B_2709	48	130	0	7	5	182	20	121	16	16	0	63	13	9	0	0
hcaE_locusTag_ECDH10B_2705	46	193	22	80	21	495	38	127	30	89	32	114	19	42	0	0
hcaF_locusTag_ECDH10B_2706	0	25	11	0	12	118	9	15	8	14	0	50	0	0	0	17
hcaR_locusTag_ECDH10B_2704	5	157	55	156	129	840	121	872	40	32	169	314	1	14	0	0
hcaT_locusTag_ECDH10B_2703	313	478	135	130	93	1094	187	570	34	85	164	533	31	43	9	0
hchA_locusTag_ECDH10B_2110	9	29	12	29	30	367	27	199	17	25	12	78	0	0	0	0
hcp_locusTag_ECDH10B_0943	0	25	0	0	0	127	0	20	31	0	0	5	12	0	0	0
hcr_locusTag_ECDH10B_0942	0	29	0	20	0	48	0	12	37	38	0	16	0	33	0	0
hda_locusTag_ECDH10B_2662	641	2857	463	831	373	3623	561	877	447	465	274	1186	257	511	4	35
hdeA_locusTag_ECDH10B_3686	100	780	98	85	0	163	34	20	279	1473	9	270	9	59	0	0
hdeB_locusTag_ECDH10B_3685	42	376	11	120	0	70	0	0	61	697	34	128	0	27	0	0
hdeD_locusTag_ECDH10B_3687	35	383	0	1	0	109	0	17	38	903	15	130	0	46	0	0
hdfR_locusTag_ECDH10B_3951	180	387	84	174	38	937	169	332	70	135	20	194	47	166	0	0
hdhA_locusTag_ECDH10B_1752	117	271	19	113	66	669	30	267	36	64	17	186	31	77	0	6
helD_locusTag_ECDH10B_1032	280	931	216	569	221	2433	314	924	211	219	268	818	110	193	17	0
hemA_locusTag_ECDH10B_1263	1124	3503	589	979	575	6617	923	2470	248	656	419	1990	297	1048	40	3
hemB_locusTag_ECDH10B_0325	639	2277	501	1030	361	5755	571	1811	458	586	305	1553	324	377	7	0
hemC_locusTag_ECDH10B_3996	1450	3152	735	1338	954	8982	1299	2981	652	1098	520	1877	396	648	34	42
hemD_locusTag_ECDH10B_3995	1055	2699	331	707	573	5829	858	1631	384	619	266	1407	161	495	21	5
hemE_locusTag_ECDH10B_4186	563	2237	483	321	623	4884	529	1913	430	531	554	1498	220	464	0	22
hemF_locusTag_ECDH10B_2601	278	818	167	92	93	868	130	336	97	101	187	441	123	210	11	0
hemG_locusTag_ECDH10B_4039	298	970	46	142	90	1540	78	232	79	162	43	445	46	143	0	0
hemH_locusTag_ECDH10B_0431	165	636	160	225	74	727	89	394	173	220	174	475	83	159	0	14
hemL_locusTag_ECDH10B_0134	938	2729	417	606	356	3974	469	976	701	991	295	1381	275	542	34	0
hemN_locusTag_ECDH10B_4057	843	2770	387	737	496	4851	578	1339	529	789	271	1308	236	409	23	0
hemY_locusTag_ECDH10B_3993	1291	3603	555	1222	1009	8670	918	2177	611	1047	400	1936	413	854	38	10
hepA_locusTag_ECDH10B_0061	7	43	8	0	13	86	41	45	23	12	0	9	0	11	0	0
hflB_locusTag_ECDH10B_3352	9006	25921	3543	7189	2900	22804	3419	7982	4604	6934	3943	15749	2296	5784	294	256
hflC_locusTag_ECDH10B_4370	2942	9372	1340	2893	1426	13345	1420	3912	1455	1910	1368	4859	918	1702	23	80
hflD_locusTag_ECDH10B_1204	383	1316	270	325	279	2362	229	642	101	182	245	1115	95	220	0	0
hflK_locusTag_ECDH10B_4369	5041	14037	2608	3818	2101	19987	2325	6040	1868	2748	1984	7934	1516	2696	130	113
hflX_locusTag_ECDH10B_4368	4412	14903	2715	3402	1864	18541	3044	5709	2076	2843	1638	7859	1197	2010	153	110
hfq_locusTag_ECDH10B_4367	2427	4972	1271	1731	1070	9169	1280	3441	1524	1650	795	3085	562	1487	41	25
hha_locusTag_ECDH10B_0416	285	1737	154	379	227	1172	319	484	154	300	244	975	148	245	11	11
hinT_locusTag_ECDH10B_1175	126	419	96	119	124	861	69	441	126	58	45	205	6	83	10	0
hipA_locusTag_ECDH10B_1638	51	143	0	73	32	345	36	119	49	13	35	111	0	19	16	0
hipB_locusTag_ECDH10B_1639	0	11	0	0	0	80	0	13	9	0	16	18	0	0	0	0
hisA_locusTag_ECDH10B_2172	241	674	237	355	244	1453	405	722	117	204	262	789	22	197	9	31
hisB_locusTag_ECDH10B_2170	559	1411	420	693	532	5084	547	1939	366	381	271	1277	111	295	23	3
hisC_locusTag_ECDH10B_2169	449	938	391	546	363	3597	371	1510	217	183	355	1465	129	200	9	15
hisD_locusTag_ECDH10B_2168	495	1508	634	896	786	4981	725	2748	359	690	498	1585	150	402	19	29
hisF_locusTag_ECDH10B_2173	408	577	254	412	270	2176	277	920	80	146	272	957	80	162	0	0
hisG_locusTag_ECDH10B_2167	492	1805	648	1029	862	7292	910	3403	466	693	742	2658	321	346	31	11
hisH_locusTag_ECDH10B_2171	281	432	140	146	155	1460	174	706	26	95	134	459	7	28	17	0
hisI_locusTag_ECDH10B_2174	688	1257	757	404	444	3675	466	1786	123	253	337	1385	256	241	33	0
hisJ_locusTag_ECDH10B_2471	247	516	244	374	429	3523	567	1199	60	167	79	469	221	182	14	32
hisM_locusTag_ECDH10B_2469	11	92	23	26	35	314	56	44	0	10	8	46	14	25	0	0
hisP_locusTag_ECDH10B_2468	60	194	61	107	186	874	121	292	9	27	7	108	33	24	0	0
hisQ_locusTag_ECDH10B_2470	72	289	22	77	186	906	160	446	0	59	62	134	26	74	0	0
hisR_locusTag_ECDH10B_3987	7	14	0	9	0	2	0	1	0	0	0	3	1	2	0	0
hisS_locusTag_ECDH10B_2680	3633	9170	2285	2973	1196	13239	2161	4466	1047	1514	1207	5699	815	1821	134	37
hlyE_locusTag_ECDH10B_1235	0	20	0	4	0	15	0	6	27	38	0	0	0	18	0	0
hmp_locusTag_ECDH10B_2719	5	137	61	53	44	1049	93	160	142	48	23	78	4	47	0	12
hns_locusTag_ECDH10B_1297	2158	9803	1662	5840	3495	32262	4858	10744	2317	4393	2757	8971	1267	2385	161	64
hofB_locusTag_ECDH10B_0087	223	588	73	154	218	578	164	214	42	59	39	113	63	68	0	0
hofC_locusTag_ECDH10B_0086	82	169	4	17	46	150	8	34	5	4	21	90	0	20	0	0
hofQ_locusTag_ECDH10B_3566	61	46	6	42	11	126	9	38	56	15	7	45	6	9	0	0
hokA_locusTag_ECDH10B_3736	0	36	7	0	0	0	0	0	0	0	0	0	0	0	0	0
hokB_locusTag_ECDH10B_1546	0	12	0	0	1	0	0	17	0	0	0	1	0	0	0	0
hokC_locusTag_ECDH10B_0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hokD_locusTag_ECDH10B_1694	7	37	9	11	106	684	114	305	43	99	0	68	38	13	20	0
hokE_locusTag_ECDH10B_0540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hokE_locusTag_ECDH10B_0648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
holA_locusTag_ECDH10B_0601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
holA_locusTag_ECDH10B_0709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
holB_locusTag_ECDH10B_1171	201	952	150	232	164	1950	164	531	87	81	75	579	102	185	0	6
holC_locusTag_ECDH10B_4452	102	494	135	147	198	1347	160	277	157	19	45	450	116	156	0	6
holD_locusTag_ECDH10B_4529	329	763	111	129	76	675	105	200	107	156	115	388	84	131	24	0
holE_locusTag_ECDH10B_1983	25	182	49	131	36	472	52	208	12	14	26	140	45	36	0	0
hpf_locusTag_ECDH10B_3377	211	659	139	369	210	1946	305	977	171	285	166	589	66	179	0	21
hpt_locusTag_ECDH10B_0105	940	2426	459	668	362	1564	224	491	477	946	520	1434	147	506	0	0
hrpA_locusTag_ECDH10B_1539	663	1207	196	246	681	3676	530	1003	143	185	252	840	390	227	0	0
hrpB_locusTag_ECDH10B_0128	623	1387	223	341	381	3498	422	742	178	255	244	940	194	333	0	23
hscA_locusTag_ECDH10B_2693	806	2708	506	701	509	4776	564	1864	219	372	515	2480	335	498	37	69
hscB_locusTag_ECDH10B_2694	154	871	169	199	208	2293	515	875	30	47	189	920	57	187	29	9
hscC_locusTag_ECDH10B_0611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hscC_locusTag_ECDH10B_0719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hslJ_locusTag_ECDH10B_1504	33	128	18	80	38	381	12	124	35	60	127	147	11	49	0	0
hslO_locusTag_ECDH10B_3576	537	1910	171	522	412	3253	326	724	578	1252	271	754	270	309	0	37
hslR_locusTag_ECDH10B_3575	278	555	87	168	67	945	204	342	131	219	74	367	49	255	40	0
hslU_locusTag_ECDH10B_4120	1099	4988	706	1172	879	6436	520	1951	1796	3558	598	2771	705	1267	60	50
hslV_locusTag_ECDH10B_4121	927	1794	162	337	224	1103	192	396	492	1080	347	690	199	274	20	0
hspQ_locusTag_ECDH10B_1036	47	358	49	59	58	579	34	366	158	131	72	392	90	72	2	15
hsrA_locusTag_ECDH10B_3943	375	1150	183	203	213	1071	129	454	308	354	112	363	59	191	9	0
htgA_locusTag_ECDH10B_0012	53	75	0	28	17	76	0	0	0	27	0	4	0	30	0	0
htpG_locusTag_ECDH10B_0429	1355	5277	305	859	525	5618	663	1226	2252	4066	449	1850	667	1145	113	21
htpX_locusTag_ECDH10B_1968	2110	6728	1635	3164	1407	11796	2801	7799	2587	2250	1957	5221	2162	2792	271	370
htrC_locusTag_ECDH10B_4177	91	164	22	64	35	154	0	27	30	17	16	61	0	15	0	0
htrE_locusTag_ECDH10B_0119	53	44	0	0	18	8	12	19	0	0	7	35	0	15	0	0
htrG_locusTag_ECDH10B_3230	163	900	143	541	150	1626	78	441	119	190	555	1101	232	179	8	17
htrL_locusTag_ECDH10B_3800	1033	2764	174	158	10	268	33	66	335	483	121	287	6	426	0	0
hupA_locusTag_ECDH10B_4189	3101	10503	2346	2620	1456	13087	1546	3743	2737	2413	1496	5255	1004	2073	87	57
hupB_locusTag_ECDH10B_0396	1762	10978	1957	8550	1884	33504	2227	4215	2242	2326	1065	5779	1099	1474	60	83
hyaA_locusTag_ECDH10B_1042	0	24	26	0	0	10	12	0	20	88	0	18	0	0	0	0
hyaB_locusTag_ECDH10B_1043	8	18	0	0	0	33	1	5	0	149	0	0	0	0	0	0
hyaC_locusTag_ECDH10B_1044	0	50	12	0	0	29	0	20	0	33	0	0	0	2	0	0
hyaD_locusTag_ECDH10B_1045	0	12	0	2	20	50	0	0	0	26	0	6	14	11	0	0
hyaE_locusTag_ECDH10B_1046	0	4	0	6	0	0	0	9	0	0	0	18	0	0	0	0
hyaF_locusTag_ECDH10B_1047	19	33	6	0	0	72	0	27	14	8	0	25	0	26	0	0
hybA_locusTag_ECDH10B_3173	359	947	9	23	13	39	0	14	323	555	32	0	10	232	0	0
hybB_locusTag_ECDH10B_3172	553	1204	0	8	41	72	0	62	202	552	22	99	5	256	0	0
hybC_locusTag_ECDH10B_3171	881	2288	65	59	65	565	51	269	426	616	37	288	94	266	20	0
hybD_locusTag_ECDH10B_3170	65	250	14	13	25	122	30	54	36	79	15	70	13	74	0	0
hybE_locusTag_ECDH10B_3169	92	147	0	12	26	90	10	73	61	70	14	28	10	10	0	0
hybF_locusTag_ECDH10B_3168	66	89	0	12	0	48	24	4	8	20	10	21	0	30	0	0
hybG_locusTag_ECDH10B_3167	68	259	0	12	26	156	13	58	47	8	15	44	12	24	0	0
hybO_locusTag_ECDH10B_3174	823	1744	39	56	8	112	0	114	720	638	15	111	0	154	0	11
hycA_locusTag_ECDH10B_2893	2	18	0	0	0	0	0	0	0	0	0	14	0	0	0	0
hycB_locusTag_ECDH10B_2892	0	0	0	0	0	14	17	0	0	0	0	0	0	0	0	0
hycC_locusTag_ECDH10B_2891	32	14	23	5	0	47	18	42	30	0	22	21	0	12	0	0
hycD_locusTag_ECDH10B_2890	0	6	0	0	0	12	0	0	0	0	0	8	7	0	0	0
hycE_locusTag_ECDH10B_2889	9	39	7	30	24	77	12	6	7	26	0	2	11	0	0	0
hycF_locusTag_ECDH10B_2888	0	0	0	0	15	7	0	0	0	0	1	5	0	0	0	0
hycG_locusTag_ECDH10B_2887	20	13	0	0	0	16	0	0	0	0	0	7	0	16	0	0
hycH_locusTag_ECDH10B_2886	0	0	0	0	0	54	0	9	0	15	0	0	0	0	0	0
hycI_locusTag_ECDH10B_2885	36	166	59	46	46	366	49	215	176	146	0	144	34	100	0	0
hydN_locusTag_ECDH10B_2881	60	69	16	29	22	216	0	66	0	15	0	70	0	38	0	0
hyfA_locusTag_ECDH10B_2647	7	85	4	14	23	90	7	17	46	3	13	42	20	57	0	0
hyfB_locusTag_ECDH10B_2648	17	30	36	15	36	85	15	13	0	0	0	43	0	42	0	0
hyfC_locusTag_ECDH10B_2649	0	0	8	0	0	7	0	2	0	0	0	0	0	15	0	0
hyfD_locusTag_ECDH10B_2650	0	8	0	0	0	3	0	0	0	0	0	0	0	24	0	0
hyfE_locusTag_ECDH10B_2651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hyfF_locusTag_ECDH10B_2652	28	138	26	40	79	160	55	84	22	0	0	40	22	17	0	0
hyfG_locusTag_ECDH10B_2653	24	21	23	8	7	208	41	39	15	72	0	25	12	7	0	0
hyfH_locusTag_ECDH10B_2654	0	0	0	0	0	28	0	8	0	0	0	6	0	8	0	0
hyfI_locusTag_ECDH10B_2655	0	29	0	8	0	119	0	28	16	0	0	20	0	10	0	0
hyfJ_locusTag_ECDH10B_2656	0	13	0	0	10	34	0	18	0	0	0	7	0	0	0	0
hyfR_locusTag_ECDH10B_2657	20	60	6	14	0	92	18	38	0	21	0	31	33	0	0	0
hyi_locusTag_ECDH10B_0464	0	9	0	23	0	36	0	21	0	0	0	18	0	0	0	0
hypA_locusTag_ECDH10B_2894	13	21	15	0	7	8	0	0	47	13	0	0	0	0	0	0
hypB_locusTag_ECDH10B_2895	341	680	8	2	16	142	0	50	315	422	15	13	5	47	0	0
hypC_locusTag_ECDH10B_2896	0	36	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hypD_locusTag_ECDH10B_2897	432	1706	8	47	45	245	47	131	782	779	10	60	12	337	0	0
hypE_locusTag_ECDH10B_2898	590	1238	70	69	15	289	22	106	652	655	10	119	0	137	0	0
hypF_locusTag_ECDH10B_2880	234	443	96	52	46	486	63	122	152	222	32	121	38	119	0	0
hyuA_locusTag_ECDH10B_3048	15	40	0	14	9	26	0	11	0	0	0	25	0	0	17	0
iaaA_locusTag_ECDH10B_0897	101	233	141	117	84	931	78	412	100	101	60	440	130	108	19	8
iap_locusTag_ECDH10B_2921	63	492	62	48	14	265	10	79	18	99	0	299	1	147	0	0
ibpA_locusTag_ECDH10B_3873	226	1249	116	241	145	1209	241	656	1573	1674	125	600	586	412	75	103
